Player_Name,Position,Height(CM),Weight(KG),Appearance,Substitute(Appearance),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_Piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Team,Tournament,Rating
Vitaly Janelt ,Defender,184,79,24,11,2212,3,1,3,0,0.4,80.9,0.9,2,Brentford,Premier League,6.63
Pontus Jansson ,Defender,194,89,9,3,725,1,0,0,0,0.3,80,2.1,0,Brentford,Premier League,6.58
Yoane Wissa ,Attaking Midfielder,176,74,16,22,1601,7,3,3,0,0.8,72.2,0.6,0,Brentford,Premier League,6.51
Aaron Hickey ,Defender,178,72,23,3,1931,0,1,7,0,0.4,84.7,0.5,0,Brentford,Premier League,6.45
Kevin Schade ,Attaking Midfielder,183,74,7,11,728,0,1,2,0,0.7,62.8,1.7,0,Brentford,Premier League,6.45
Josh Dasilva ,Midfielder,184,75,14,22,1384,4,2,1,0,0.5,82.7,0.2,1,Brentford,Premier League,6.44
Mads Roerslev ,Defender,184,77,12,8,1103,0,0,0,0,0.2,64.6,0.4,0,Brentford,Premier League,6.43
Frank Onyeka ,Defender,183,70,8,13,845,0,2,0,0,0.4,75.9,0.3,0,Brentford,Premier League,6.39
Kristoffer Ajer ,Defender,198,92,9,0,766,0,0,0,0,0.1,76.2,1.7,0,Brentford,Premier League,6.37
Zanka ,Defender,191,79,11,7,1098,0,0,2,0,0.3,81.1,0.9,0,Brentford,Premier League,6.36
Mikkel Damsgaard ,Attaking Midfielder,180,66,9,17,982,0,0,4,0,0.5,72.8,0.4,0,Brentford,Premier League,6.35
Keane Lewis-Potter ,Attaking Midfielder,170,67,3,7,318,0,1,0,0,0.7,60.5,0.4,0,Brentford,Premier League,6.25
Shandon Baptiste ,Attaking Midfielder,175,67,4,19,606,0,1,1,1,0.2,86,0.3,0,Brentford,Premier League,6.22
Saman Ghoddos ,Midfielder,176,79,0,15,126,0,0,0,0,0.1,78.3,0.3,0,Brentford,Premier League,6.13
Sergi Canos ,Midfielder,177,75,0,5,73,0,0,0,0,0.2,56.8,0,0,Brentford,Premier League,6.11
Mads Bech Sorensen ,Defender,189,92,0,4,19,0,0,0,0,0,85.7,0.3,0,Brentford,Premier League,6.1
Halil Dervisoglu ,Attaking Midfielder,183,76,0,1,7,0,0,0,0,1,0,0,0,Brentford,Premier League,6.03
Aleksandar Mitrovic ,Forward,189,89,23,1,2015,14,1,7,0,3.9,60.5,4.2,4,Fulham,Premier League,7.08
Willian ,Attaking Midfielder,175,77,25,2,2144,5,5,2,0,1.5,82.3,0.3,3,Fulham,Premier League,6.99
Kenny Tete ,Defender,180,71,29,2,2575,1,5,8,0,0.4,76,1.1,0,Fulham,Premier League,6.98
Bernd Leno ,Goalkeeper,189,82,36,0,3240,0,0,3,0,0,76.3,0.3,3,Fulham,Premier League,6.94
Joao Palhinha ,Defender,190,84,35,0,3113,3,0,14,0,1.1,83,2.1,2,Fulham,Premier League,6.93
Antonee Robinson ,Defender,183,70,35,0,3089,0,1,8,0,0.1,76.9,1.1,0,Fulham,Premier League,6.74
Andreas Pereira ,Midfielder,178,71,33,0,2718,4,6,8,0,1.9,73.7,0.3,3,Fulham,Premier League,6.73
Tosin Adarabioyo ,Defender,196,80,23,2,2084,1,0,4,0,0.6,82.4,2.4,0,Fulham,Premier League,6.72
Tim Ream ,Defender,183,80,33,0,2899,1,0,2,0,0.1,87,1.5,1,Fulham,Premier League,6.68
Issa Diop ,Defender,194,92,21,4,2009,1,0,2,0,0.1,87.1,1.3,0,Fulham,Premier League,6.65
Manor Solomon ,Attaking Midfielder,170,66,4,15,563,4,0,0,0,0.6,86.4,0.2,0,Fulham,Premier League,6.52
Harrison Reed ,Defender,181,72,35,2,2882,3,4,5,0,0.5,79.8,0.8,0,Fulham,Premier League,6.5
Bobby De Cordova-Reid ,Defender,170,68,29,7,2487,4,1,8,0,0.9,72.4,0.3,0,Fulham,Premier League,6.46
Harry Wilson ,Attaking Midfielder,173,63,13,16,1099,2,3,1,0,0.6,80.3,0.1,1,Fulham,Premier League,6.43
Neeskens Kebano ,Attaking Midfielder,170,65,9,8,766,0,3,0,0,0.5,79.8,0.1,0,Fulham,Premier League,6.39
Cedric Soares ,Defender,172,67,2,4,196,0,0,0,0,0.3,85.3,0.3,0,Fulham,Premier League,6.33
Carlos Vinicius ,Forward,190,86,11,17,1102,5,2,3,0,0.8,64.8,1,0,Fulham,Premier League,6.32
Tom Cairney ,Midfielder,185,84,6,27,971,2,0,2,0,0.6,88,0.2,0,Fulham,Premier League,6.3
Dan James ,Attaking Midfielder,171,63,5,15,614,2,1,0,0,0.7,71.2,0.1,1,Fulham,Premier League,6.26
Kevin Mbabu ,Defender,184,83,1,5,144,0,1,1,0,0,76.6,0.3,0,Fulham,Premier League,6.23
Marek Rodak ,Goalkeeper,194,81,2,0,180,0,0,0,0,0,44.8,0.5,0,Fulham,Premier League,6.22
Sasa Lukic ,Midfielder,183,76,4,8,409,0,0,1,0,0.4,88.4,0.3,0,Fulham,Premier League,6.17
Jay Stansfield ,Forward,170,75,1,2,86,0,0,0,0,0.7,45,0,0,Fulham,Premier League,6.09
Layvin Kurzawa ,Defender,182,74,2,1,138,0,0,1,0,0,70.4,0,0,Fulham,Premier League,6.07
Tyrese Francois ,Midfielder,173,60,0,1,1,0,0,0,0,0,100,0,0,Fulham,Premier League,6
Josh Onomah ,Midfielder,185,70,0,2,14,0,0,0,0,0,66.7,0.5,0,Fulham,Premier League,5.99
Luke Harris ,Midfielder,177,75,0,3,10,0,0,0,0,0,100,0,0,Fulham,Premier League,5.98
Nathaniel Chalobah ,Defender,187,80,1,3,12,0,0,0,1,0.3,80,0.3,0,Fulham,Premier League,5.89
Shane Duffy ,Defender,193,76,0,5,17,0,0,0,0,0.2,80,0.4,0,Fulham,Premier League,5.79
Eberechi Eze ,Attaking Midfielder,178,74,30,8,2644,10,4,3,0,1.9,82.4,0.5,4,Crystal Palace,Premier League,7.02
Michael Olise ,Attaking Midfielder,184,76,31,6,2757,2,11,2,0,1.4,78.4,0.5,5,Crystal Palace,Premier League,6.99
Joachim Andersen ,Defender,192,90,32,0,2784,1,0,8,0,0.7,79.7,2.7,0,Crystal Palace,Premier League,6.82
Wilfried Zaha ,Attaking Midfielder,180,66,27,0,2295,7,2,5,0,2.4,81.3,0.2,2,Crystal Palace,Premier League,6.82
Jordan Ayew ,Attaking Midfielder,182,80,31,7,2721,4,3,5,0,0.8,80.5,1.3,1,Crystal Palace,Premier League,6.8
Vicente Guaita ,Goalkeeper,190,81,27,0,2430,0,0,1,0,0,67.5,0.4,2,Crystal Palace,Premier League,6.76
Sam Johnstone ,Goalkeeper,193,85,9,0,810,0,0,1,0,0,69.7,0.3,1,Crystal Palace,Premier League,6.73
Cheick Doucoure ,Defender,180,73,34,0,2786,0,3,9,1,1.1,83.6,0.9,0,Crystal Palace,Premier League,6.72
Marc Guehi ,Defender,182,82,37,0,3330,1,0,8,0,0.4,85.5,1.5,0,Crystal Palace,Premier League,6.68
Jeffrey Schlupp ,Defender,178,72,30,4,2546,3,1,7,0,0.8,75.5,0.8,1,Crystal Palace,Premier League,6.66
Joel Ward ,Defender,188,83,24,4,2256,1,0,6,0,0.3,75.4,2.1,0,Crystal Palace,Premier League,6.65
Tyrick Mitchell ,Defender,175,68,34,2,2896,0,2,5,1,0.2,72.4,0.7,0,Crystal Palace,Premier League,6.53
Odsonne Edouard ,Attaking Midfielder,187,83,20,15,1806,5,2,3,0,1.1,72.7,1.2,0,Crystal Palace,Premier League,6.43
Albert Sambi Lokonga ,Defender,173,67,6,3,536,0,0,2,0,0.2,87.6,0.6,0,Crystal Palace,Premier League,6.42
Chris Richards ,Defender,188,87,4,5,444,0,0,0,0,0.4,84.1,1.6,0,Crystal Palace,Premier League,6.4
Nathaniel Clyne ,Defender,175,67,19,3,1642,0,0,3,0,0,80.8,0.3,0,Crystal Palace,Premier League,6.29
Will Hughes ,Midfielder,185,74,7,20,830,1,1,4,0,0.2,81.8,0.2,0,Crystal Palace,Premier League,6.27
Luka Milivojevic ,Defender,186,80,5,13,505,0,0,2,0,0.4,81,0.3,0,Crystal Palace,Premier League,6.23
Jean-Philippe Mateta ,Forward,192,88,6,23,754,2,0,3,0,0.9,70.5,0.9,0,Crystal Palace,Premier League,6.17
James Tomkins ,Defender,192,74,3,3,337,1,0,1,1,0.5,80.7,1,0,Crystal Palace,Premier League,6.13
James McArthur ,Midfielder,178,75,0,4,51,0,0,0,0,0,78.8,0,0,Crystal Palace,Premier League,6.13
Jairo Riedewald ,Defender,182,79,0,6,60,0,0,0,0,0.2,78,0.3,0,Crystal Palace,Premier League,6.11
Joe Whitworth ,Goalkeeper,170,75,2,0,180,0,0,0,0,0,70.7,0,0,Crystal Palace,Premier League,6.06
Malcolm Ebiowei ,Attaking Midfielder,185,75,0,3,32,0,0,0,0,0,71.4,0,0,Crystal Palace,Premier League,6.04
David Ozoh ,Midfielder,170,75,0,1,1,0,0,0,0,0,100,0,0,Crystal Palace,Premier League,6
Naouirou Ahamada ,Midfielder,183,73,0,8,88,0,0,1,0,0.4,84.1,0,0,Crystal Palace,Premier League,6
Reece James ,Defender,182,82,14,2,1244,1,1,4,0,1,90.7,1.4,0,Chelsea,Premier League,7.07
Thiago Silva ,Defender,183,79,26,1,2352,0,2,2,0,0.6,91.3,2.3,1,Chelsea,Premier League,6.98
N'Golo Kante ,Midfielder,168,68,6,1,520,0,1,1,0,1.1,82.5,0.3,1,Chelsea,Premier League,6.95
Benoit Badiashile ,Defender,194,75,10,1,904,1,0,2,0,0.5,89.7,3.2,0,Chelsea,Premier League,6.91
Lewis Hall ,Defender,179,73,8,1,658,0,0,1,0,1.2,83.7,0.8,0,Chelsea,Premier League,6.87
Kalidou Koulibaly ,Defender,195,89,20,3,1801,2,1,5,1,0.5,87.1,1.4,0,Chelsea,Premier League,6.83
Kepa ,Goalkeeper,189,84,29,0,2566,0,0,1,0,0,80.7,0.4,2,Chelsea,Premier League,6.81
Noni Madueke ,Attaking Midfielder,176,75,7,5,646,1,0,0,0,1,82.3,0.2,0,Chelsea,Premier League,6.8
Enzo Fernandez ,Defender,178,76,18,0,1551,0,2,3,0,1.1,89.1,0.4,0,Chelsea,Premier League,6.8
Kai Havertz ,Midfielder,193,83,30,5,2580,7,1,5,0,2,82.4,2.3,2,Chelsea,Premier League,6.75
Raheem Sterling ,Midfielder,172,69,23,5,1905,6,3,4,0,1.5,78.9,0.2,2,Chelsea,Premier League,6.74
Mason Mount ,Midfielder,181,76,20,4,1658,3,2,4,0,1.4,80.1,0.4,2,Chelsea,Premier League,6.7
Marc Cucurella ,Defender,172,66,21,3,1679,0,2,4,0,0.3,86.4,0.7,0,Chelsea,Premier League,6.65
Jorginho ,Defender,180,65,15,3,1282,2,0,4,0,0.3,85.2,0.4,0,Chelsea,Premier League,6.65
Wesley Fofana ,Defender,190,84,12,3,1187,1,0,3,0,0.4,89.8,2,2,Chelsea,Premier League,6.65
Joao Felix ,Attaking Midfielder,181,70,11,5,944,4,0,1,1,2.9,80.9,0.2,1,Chelsea,Premier League,6.63
Ben Chilwell ,Defender,178,77,15,8,1408,2,2,3,0,0.7,83.3,1.1,0,Chelsea,Premier League,6.62
Ruben Loftus-Cheek ,Midfielder,191,88,19,6,1543,0,1,1,0,0.4,88.6,0.9,0,Chelsea,Premier League,6.56
Conor Gallagher ,Attaking Midfielder,182,77,18,17,1616,3,1,9,1,0.8,84.5,0.5,2,Chelsea,Premier League,6.54
Cesar Azpilicueta ,Defender,178,76,16,9,1526,0,0,3,0,0.4,83.7,1.2,0,Chelsea,Premier League,6.52
David Datro Fofana ,Forward,181,82,1,2,70,0,0,0,0,1,87.5,0,0,Chelsea,Premier League,6.49
Mateo Kovacic ,Midfielder,177,78,17,10,1708,1,2,8,0,0.9,86,0.4,0,Chelsea,Premier League,6.48
Trevoh Chalobah ,Defender,190,75,18,7,1604,0,0,4,0,0.4,88.5,1.2,0,Chelsea,Premier League,6.47
Hakim Ziyech ,Midfielder,180,65,6,12,653,0,3,1,0,0.9,73.4,0,1,Chelsea,Premier League,6.45
Denis Zakaria ,Defender,189,81,5,2,413,0,0,0,0,0.3,88.8,0,0,Chelsea,Premier League,6.37
Edouard Mendy ,Goalkeeper,194,86,9,1,855,0,0,1,0,0,76.9,0.4,0,Chelsea,Premier League,6.36
Mykhailo Mudryk ,Attaking Midfielder,175,61,7,8,656,0,2,1,0,0.9,81.5,0.3,0,Chelsea,Premier League,6.31
Armando Broja ,Forward,191,83,2,10,290,1,0,0,0,0.5,62.3,0.8,0,Chelsea,Premier League,6.29
Christian Pulisic ,Midfielder,177,69,8,16,814,1,1,1,0,0.8,84.1,0.2,0,Chelsea,Premier League,6.27
Carney Chukwuemeka ,Attaking Midfielder,187,77,2,12,346,0,0,0,0,0.4,88.5,0.1,0,Chelsea,Premier League,6.26
Pierre-Emerick Aubameyang ,Midfielder,187,80,5,10,551,1,0,1,0,1.1,75,0.2,0,Chelsea,Premier League,6.12
Omari Hutchinson ,Midfielder,174,65,0,1,22,0,0,0,0,0,80,0,0,Chelsea,Premier League,6.03
Daniel Bentley ,Goalkeeper,188,72,2,0,180,0,0,0,0,0,72.7,0,0,Wolves,Premier League,7
Ruben Neves ,Defender,180,80,33,2,3022,6,1,12,0,1.9,84,0.7,5,Wolves,Premier League,6.95
Maximilian Kilman ,Defender,194,89,37,0,3308,0,0,3,0,0.4,83.4,2.3,1,Wolves,Premier League,6.63
Matheus Cunha ,Attaking Midfielder,184,76,12,5,972,2,0,1,0,1.5,75.7,0.4,1,Wolves,Premier League,6.63
Toti ,Defender,187,72,10,7,981,1,0,6,0,0.3,83.3,1,1,Wolves,Premier League,6.62
Craig Dawson ,Defender,188,82,17,0,1417,1,0,4,0,0.6,84.3,2,0,Wolves,Premier League,6.62
Matheus Nunes ,Midfielder,184,78,31,4,2480,1,1,2,1,0.8,82.3,0.6,2,Wolves,Premier League,6.6
Joao Gomes ,Defender,173,74,7,4,651,1,0,5,0,0.4,79.5,0.6,0,Wolves,Premier League,6.56
Leander Dendoncker ,Defender,188,83,2,2,213,0,0,0,0,0.8,86.7,0.5,0,Wolves,Premier League,6.55
Jose Sa ,Goalkeeper,192,84,36,0,3240,0,0,2,0,0,65.4,0.2,2,Wolves,Premier League,6.53
Morgan Gibbs-White ,Attaking Midfielder,171,75,2,0,180,0,0,1,0,1.5,83.7,1.5,0,Wolves,Premier League,6.52
Rayan Ait-Nouri ,Defender,179,70,9,12,1070,1,0,4,0,0.5,81.9,0.7,0,Wolves,Premier League,6.51
Daniel Podence ,Attaking Midfielder,165,58,20,12,1773,6,0,5,0,1.3,70.5,0.2,2,Wolves,Premier League,6.5
Joao Moutinho ,Midfielder,170,61,20,11,1787,0,2,3,0,0.5,83.9,0.3,0,Wolves,Premier League,6.5
Nelson Semedo ,Defender,177,67,31,5,2641,0,1,11,1,0.3,81.7,0.8,0,Wolves,Premier League,6.5
Nathan Collins ,Defender,193,75,19,7,1813,0,0,2,1,0.1,88.1,1.4,0,Wolves,Premier League,6.48
Adama Traore ,Midfielder,178,86,12,22,1492,2,1,2,0,0.6,74.1,1.1,0,Wolves,Premier League,6.48
Jonny ,Defender,175,70,14,4,1263,1,0,3,1,0.5,84.1,0.8,0,Wolves,Premier League,6.46
Mario Lemina ,Defender,184,85,17,2,1306,0,1,2,1,0.5,87.3,0.9,0,Wolves,Premier League,6.45
Hugo Bueno ,Defender,180,73,16,5,1316,0,1,1,0,0.2,84.5,0.5,0,Wolves,Premier League,6.43
Goncalo Guedes ,Attaking Midfielder,179,68,8,5,710,1,1,1,0,1.5,75,0.5,0,Wolves,Premier League,6.38
Pedro Neto ,Attaking Midfielder,172,62,14,5,972,0,0,2,0,0.9,84.9,0,0,Wolves,Premier League,6.38
Pablo Sarabia ,Defender,174,70,9,4,772,1,0,3,0,1.5,76.8,0.2,1,Wolves,Premier League,6.38
Raul Jimenez ,Forward,190,76,8,7,843,0,1,0,0,1.3,70.9,1.6,0,Wolves,Premier League,6.35
Hwang Hee-Chan ,Attaking Midfielder,177,77,12,15,1131,3,1,1,0,0.7,78.4,0.3,0,Wolves,Premier League,6.32
Boubacar Traore ,Midfielder,183,67,4,6,406,0,1,2,0,0.3,81.4,0.7,0,Wolves,Premier League,6.25
Diego Costa ,Forward,188,83,16,7,1248,1,0,5,1,1.2,73.5,1.3,1,Wolves,Premier League,6.24
Sasa Kalajdzic ,Forward,200,93,1,0,46,0,0,0,0,1,50,1,0,Wolves,Premier League,6.22
Chem Campbell ,Attaking Midfielder,170,75,0,5,69,0,0,0,0,0.4,82.1,0.4,0,Wolves,Premier League,6.07
Connor Ronan ,Midfielder,170,70,0,1,1,0,0,0,0,0,100,0,0,Wolves,Premier League,6
Joseph Hodge ,Midfielder,172,75,1,5,174,0,0,1,0,0.3,82.1,0.2,0,Wolves,Premier League,5.99
Dexter Lembikisa ,Defender,180,68,0,1,22,0,0,0,0,0,81.8,0,0,Wolves,Premier League,5.88
Declan Rice ,Defender,185,84,36,1,3272,4,2,5,0,1,88,1,1,West Ham,Premier League,7.01
Lucas Paqueta ,Midfielder,180,72,27,1,2171,4,3,5,0,1.9,80.2,1.3,4,West Ham,Premier League,6.97
Jarrod Bowen ,Attaking Midfielder,175,70,36,2,3237,6,5,2,0,2,72.7,0.9,3,West Ham,Premier League,6.81
Tomas Soucek ,Defender,192,86,32,4,2820,2,3,3,0,0.9,72.1,3.2,1,West Ham,Premier League,6.8
Said Benrahma ,Attaking Midfielder,172,67,22,13,2073,6,3,0,0,2.1,82,0.1,1,West Ham,Premier League,6.7
Kurt Zouma ,Defender,190,96,24,1,1991,2,0,0,0,0.8,84.5,2.2,2,West Ham,Premier League,6.68
Lukasz Fabianski ,Goalkeeper,190,83,36,0,3114,0,0,1,0,0,58.1,0.5,0,West Ham,Premier League,6.68
Nayef Aguerd ,Defender,190,76,17,1,1596,2,0,4,0,0.7,78.9,1.8,0,West Ham,Premier League,6.67
Vladimir Coufal ,Defender,179,76,24,3,2139,0,1,5,0,0.2,65.8,1.5,0,West Ham,Premier League,6.64
Aaron Cresswell ,Defender,170,66,24,4,2237,0,1,3,0,0.3,81.4,1,0,West Ham,Premier League,6.61
Angelo Ogbonna ,Defender,191,86,13,3,1236,0,0,0,0,0.2,80,2.2,0,West Ham,Premier League,6.53
Gianluca Scamacca ,Forward,196,85,11,5,929,3,0,3,0,1.9,66.9,1.1,0,West Ham,Premier League,6.5
Thilo Kehrer ,Defender,186,76,25,2,2231,0,2,4,0,0.3,85.4,1.3,0,West Ham,Premier League,6.5
Michail Antonio ,Defender,180,82,21,12,1837,5,3,2,0,1.2,57.6,1.5,0,West Ham,Premier League,6.49
Craig Dawson ,Defender,188,82,8,0,720,0,0,2,0,0.8,80,1.8,0,West Ham,Premier League,6.42
Emerson ,Defender,176,63,16,6,1323,1,0,2,0,0.5,81.6,0.8,0,West Ham,Premier League,6.42
Pablo Fornals ,Midfielder,178,67,17,15,1506,3,1,0,0,0.8,77.7,0.3,2,West Ham,Premier League,6.4
Ben Johnson ,Defender,175,67,9,8,863,0,0,0,0,0.1,73,0.9,0,West Ham,Premier League,6.39
Danny Ings ,Attaking Midfielder,178,73,7,10,771,2,2,1,0,0.9,62.2,0.5,0,West Ham,Premier League,6.35
Alphonse Areola ,Goalkeeper,195,94,2,3,307,0,0,0,0,0,68.8,0,0,West Ham,Premier League,6.31
Divin Mubama ,Forward,170,75,0,3,36,0,0,0,0,0,62.5,0.7,0,West Ham,Premier League,6.14
Manuel Lanzini ,Midfielder,167,59,2,8,246,1,0,0,0,0.3,84.4,0.1,0,West Ham,Premier League,6.13
Flynn Downes ,Midfielder,173,70,7,14,758,0,0,2,0,0.2,88.4,0.4,0,West Ham,Premier League,6.13
Maxwel Cornet ,Defender,179,69,2,12,235,0,0,0,0,0.6,79.5,0.4,0,West Ham,Premier League,6.09
Conor Coventry ,Defender,177,65,0,1,1,0,0,0,0,0,0,0,0,West Ham,Premier League,6
Marcus Tavernier ,Midfielder,178,70,19,4,1749,5,4,1,0,1.6,77.3,0.7,3,Bournemouth,Premier League,6.95
Philip Billing ,Midfielder,193,83,34,2,2787,7,1,5,0,1.1,79.4,1.4,3,Bournemouth,Premier League,6.82
Hamed Traore ,Attaking Midfielder,184,77,5,2,429,0,0,0,0,0.9,71.1,0.4,0,Bournemouth,Premier League,6.79
Dominic Solanke ,Forward,187,80,32,1,2873,6,7,2,0,2.3,69.8,1.6,3,Bournemouth,Premier League,6.79
Neto ,Goalkeeper,190,84,27,0,2386,0,0,4,0,0,56,0.2,2,Bournemouth,Premier League,6.76
Dango Ouattara ,Attaking Midfielder,177,71,15,4,1246,1,3,1,0,1.4,65.8,1.6,1,Bournemouth,Premier League,6.74
Jefferson Lerma ,Defender,179,70,37,0,3256,5,0,7,0,0.9,82.2,1.7,1,Bournemouth,Premier League,6.67
Lloyd Kelly ,Defender,178,70,23,0,2041,0,2,3,0,0.1,81.4,1.6,2,Bournemouth,Premier League,6.59
Chris Mepham ,Defender,193,88,24,2,2198,0,0,7,0,0.3,83.7,2,0,Bournemouth,Premier League,6.58
Ryan Christie ,Attaking Midfielder,178,79,22,10,1842,1,1,2,0,1,82.7,0.5,0,Bournemouth,Premier League,6.57
Marcos Senesi ,Defender,185,80,29,2,2496,2,0,7,0,0.3,81.4,0.9,1,Bournemouth,Premier League,6.52
Matias Vina ,Defender,175,70,5,7,455,2,0,1,0,0.8,73.1,0.3,0,Bournemouth,Premier League,6.51
Jack Stephens ,Defender,185,75,13,2,1172,0,0,3,0,0.1,82,1.1,0,Bournemouth,Premier League,6.51
Jordan Zemura ,Defender,173,63,17,2,1457,0,1,1,0,0.2,69.3,0.4,0,Bournemouth,Premier League,6.46
Joe Rothwell ,Midfielder,185,77,12,8,1019,0,1,2,0,0.2,87.6,0.1,0,Bournemouth,Premier League,6.44
Lewis Cook ,Midfielder,175,71,18,10,1715,0,2,4,0,0.2,81.8,0.3,0,Bournemouth,Premier League,6.41
Kieffer Moore ,Forward,196,89,12,15,1278,4,0,1,0,0.9,59.5,2.5,1,Bournemouth,Premier League,6.35
Jaidon Anthony ,Attaking Midfielder,183,75,11,19,1248,3,1,2,0,0.7,78.1,0.3,0,Bournemouth,Premier League,6.35
Mark Travers ,Goalkeeper,191,82,11,1,1035,0,0,0,0,0,72.2,0.3,0,Bournemouth,Premier League,6.35
Adam Smith ,Defender,180,78,34,3,2950,0,1,11,0,0.1,75.3,0.8,0,Bournemouth,Premier League,6.32
Siriki Dembele ,Attaking Midfielder,173,67,0,6,104,0,0,0,0,0.3,78.6,0,0,Bournemouth,Premier League,6.26
Illia Zabarnyi ,Defender,189,80,3,2,297,0,0,0,0,0,92.5,0.2,0,Bournemouth,Premier League,6.23
Antoine Semenyo ,Attaking Midfielder,185,79,2,9,251,1,0,0,0,0.3,67.9,0.8,0,Bournemouth,Premier League,6.17
Ryan Fredericks ,Defender,181,74,5,7,531,0,0,1,0,0,69.9,0.4,0,Bournemouth,Premier League,6.13
Jack Stacey ,Defender,180,62,3,7,294,0,0,2,0,0.1,60.4,0.5,0,Bournemouth,Premier League,6.08
David Brooks ,Attaking Midfielder,173,62,2,4,172,0,0,1,0,0.8,80.7,0.3,0,Bournemouth,Premier League,6.07
Ben Pearson ,Defender,176,71,3,4,286,0,0,1,0,0.3,80.6,0.3,0,Bournemouth,Premier League,6.05
Junior Stanislas ,Midfielder,183,76,0,4,58,0,0,0,0,0.3,81.5,0,0,Bournemouth,Premier League,6.03
Emiliano Marcondes ,Attaking Midfielder,182,75,0,1,8,0,0,0,0,0,100,0,0,Bournemouth,Premier League,5.99
Jamal Lowe ,Attaking Midfielder,183,79,0,2,11,0,0,0,0,0,50,0,0,Bournemouth,Premier League,5.99
Owen Bevan ,Defender,170,75,0,1,8,0,0,0,0,0,66.7,0,0,Bournemouth,Premier League,5.89
Felipe ,Defender,190,83,15,1,1419,0,1,4,0,0.8,73,3.3,0,Nottingham Forest,Premier League,7.06
Serge Aurier ,Defender,176,76,22,2,1949,1,0,2,0,0.4,72.8,1.9,1,Nottingham Forest,Premier League,6.85
Morgan Gibbs-White ,Attaking Midfielder,171,75,34,1,2978,5,8,5,0,1.7,69,1.6,5,Nottingham Forest,Premier League,6.83
Danilo ,Midfielder,176,69,12,1,983,3,2,1,0,1.2,64.3,0.3,1,Nottingham Forest,Premier League,6.71
Willy Boly ,Defender,195,92,9,2,687,0,1,2,0,0.2,75.1,1.4,1,Nottingham Forest,Premier League,6.61
Neco Williams ,Defender,183,72,20,11,1877,1,0,7,0,0.8,66.8,0.5,1,Nottingham Forest,Premier League,6.6
Joe Worrall ,Defender,193,64,21,9,2217,1,0,6,0,0.2,78.5,1.8,0,Nottingham Forest,Premier League,6.58
Keylor Navas ,Goalkeeper,185,80,17,0,1530,0,0,2,0,0,51.9,0.4,2,Nottingham Forest,Premier League,6.58
Dean Henderson ,Goalkeeper,188,85,18,0,1620,0,0,2,0,0,56.8,0.1,2,Nottingham Forest,Premier League,6.57
Renan Lodi ,Defender,173,68,26,2,2222,0,1,7,0,0.5,71.3,0.6,0,Nottingham Forest,Premier League,6.54
Taiwo Awoniyi ,Forward,183,84,17,10,1412,10,1,2,0,1.3,64.8,0.7,1,Nottingham Forest,Premier League,6.49
Brennan Johnson ,Attaking Midfielder,179,73,33,5,2941,8,3,6,0,1.4,62.8,0.5,2,Nottingham Forest,Premier League,6.49
Moussa Niakhate ,Defender,190,82,14,0,1162,0,0,1,0,0.4,76.3,1.4,0,Nottingham Forest,Premier League,6.48
Orel Mangala ,Midfielder,178,80,20,7,1558,1,1,3,0,0.3,81,0.4,0,Nottingham Forest,Premier League,6.48
Ryan Yates ,Defender,190,87,21,5,1840,0,2,5,0,1,78.2,1.2,0,Nottingham Forest,Premier League,6.46
Wayne Hennessey ,Goalkeeper,198,90,3,1,271,0,0,0,0,0,57.1,0,0,Nottingham Forest,Premier League,6.43
Emmanuel Dennis ,Midfielder,175,67,6,13,715,2,2,3,0,1.1,70.8,0.7,0,Nottingham Forest,Premier League,6.42
Scott McKenna ,Defender,189,74,19,1,1574,0,0,4,0,0.1,79.3,1.9,0,Nottingham Forest,Premier League,6.39
Cheikhou Kouyate ,Defender,189,83,10,11,880,1,0,3,0,0.3,75.5,0.9,0,Nottingham Forest,Premier League,6.38
Remo Freuler ,Defender,181,80,24,4,2167,0,0,4,0,0.3,79.6,0.9,0,Nottingham Forest,Premier League,6.37
Steve Cook ,Defender,185,82,11,1,959,0,0,4,0,0.3,80.7,2.3,0,Nottingham Forest,Premier League,6.37
Lewis O'Brien ,Defender,173,74,6,7,581,1,0,2,0,0.5,78.7,0.2,0,Nottingham Forest,Premier League,6.31
Chris Wood ,Forward,191,81,5,2,376,1,0,0,0,0.4,60.6,2.7,0,Nottingham Forest,Premier League,6.3
Harry Toffolo ,Defender,183,71,9,10,935,0,0,2,0,0.3,65.3,0.7,0,Nottingham Forest,Premier League,6.28
Jack Colback ,Defender,177,77,4,7,495,0,0,0,0,0,83,0.4,0,Nottingham Forest,Premier League,6.27
Giulian Biancone ,Defender,187,75,0,2,16,0,0,0,0,0,72.2,1,0,Nottingham Forest,Premier League,6.21
Gustavo Scarpa ,Defender,176,74,2,4,181,0,0,1,0,1.2,67.6,0.2,0,Nottingham Forest,Premier League,6.2
Jesse Lingard ,Attaking Midfielder,175,62,12,5,928,0,0,1,0,0.6,81.2,0.1,0,Nottingham Forest,Premier League,6.16
Jonjo Shelvey ,Midfielder,184,80,6,2,542,0,0,2,0,0.8,75,0.5,0,Nottingham Forest,Premier League,6.14
Cafu ,Midfielder,185,82,0,1,6,0,0,0,0,0,100,0,0,Nottingham Forest,Premier League,6.1
